Project Length,0
CRF,0.1
Annual Capture Amount (MTCO2/yr),50.0
Total Cost ($M/yr),19291.140628189987
Capture Cost ($M/yr),11132.034650000001
Transport Cost ($M/yr),7461.2301281899845
Storage Cost ($M/yr),697.8758500000001

Source,Capture Amount (MTCO2/yr),Capture Cost ($M/yr)
6,17.901,3232.9206
5,2.0339999999999967,682.0001999999989
19,2.498000000000004,858.3128000000015
16,20.331,4260.36105
2,7.236,2098.44

Sink,Storage Amount (MTCO2/yr),Storage Cost ($M/yr)
7,20.331,281.58435
3,2.498000000000004,37.71980000000006
5,14.512999999999714,198.82809999999608
4,12.65800000000028,179.74360000000397

Edge Source,Edge Sink,Amount (MTCO2/yr),Transport Cost ($M/yr)
471474,480732,20.331,115.7982695
581660,580341,12.65800000000028,40.6782740099999
180218,229069,10.624000000000283,272.6815955900031
341295,346579,12.65800000000028,74.9309951100008
178898,180218,10.624000000000285,5.927231520000082
178898,180220,7.276999999999715,7.436294199999876
664847,670134,2.498000000000004,13.553037410000025
269118,245397,20.331,401.6145171
241059,243696,7.235999999999999,28.330399479999997
662206,664847,2.498000000000004,6.147285250000012
239737,241059,7.235999999999999,9.009919959999998
254257,625440,14.512999999999714,1554.228248539982
346579,358468,12.65800000000028,45.61715051999989
358468,394128,12.65800000000028,184.69877960999955
248042,250684,20.331,178.17805299999998
684605,663482,2.498000000000004,127.76166636999997
663491,662190,2.498000000000004,52.251821400001
243696,254257,14.512999999999714,50.8082343099994
663482,663491,2.498000000000004,24.177670590000048
180220,243696,7.276999999999715,431.43973851999283
267887,471474,20.331,1571.9950165
270438,269118,20.331,25.864929259999997
250684,267887,20.331,247.64295199999998
577696,581660,12.65800000000028,18.214973639999954
625440,641280,14.512999999999714,85.744883919999
229069,341295,10.624000000000283,689.9321789600078
662190,662206,2.498000000000004,113.79717855000021
245397,248042,20.331,143.96935349
394128,577696,12.65800000000028,928.8041027999977
670134,674100,2.498000000000004,9.995377080000019
